iter	RMSE
153	0.4271048852
154	0.4264493115
155	0.4258996109
156	0.4251496613
157	0.4246325475
158	0.4241909501
159	0.4237450183
160	0.4229766195
161	0.4220697212
162	0.4216108859
163	0.4211519588
164	0.4206603472
165	0.4200576806
166	0.4194972987
167	0.4190810001
168	0.418584304
169	0.4182513965
170	0.4176749507
171	0.4172544296
172	0.4167144619
173	0.4161627816
174	0.4156672496
175	0.4153819944
176	0.4149999926
177	0.414636159
178	0.4142034233
179	0.4133923507
180	0.4129808884
181	0.4124124786
182	0.4119841102
183	0.4115368893
184	0.4112389731
185	0.411020418
186	0.4106111833
187	0.4102759517
188	0.4099365449
189	0.4095287652
190	0.4088692924
191	0.4083617643
192	0.4080512052
193	0.4075884471
194	0.4070976973
195	0.4061065376
196	0.4058518024
197	0.4054074734
198	0.4050814285
199	0.4045359339
200	0.4040978106
201	0.4036831703
202	0.4031047148
203	0.402365849
204	0.4020344671
205	0.4016369776
206	0.4014357107
207	0.400897547
208	0.400487534
209	0.4001915862
210	0.3997680118
211	0.3993182737
212	0.3989338898
213	0.3984792431
214	0.3981335565
215	0.397374135
216	0.3968406926
217	0.3964280022
218	0.3961639193
219	0.3956733608
220	0.3952478167
221	0.3947731793
222	0.3944517551
223	0.3939447385
224	0.3936839691
225	0.3934809026
226	0.393105896
227	0.3927961381
228	0.3925107478
229	0.3919075831
230	0.3915281035
231	0.3909922435
232	0.3906604548
233	0.3902031135
234	0.3897968867
235	0.3890282031
236	0.3887207209
237	0.3884916448
238	0.3879975871
239	0.3876505483
240	0.3873666876
241	0.3870502516
242	0.386643708
243	0.386318758
244	0.3860069141
245	0.3854408165
246	0.3850344158
247	0.3847157139
248	0.3842476065
249	0.3838892668
250	0.3835645298
251	0.383127626
252	0.3828433384
253	0.3824762614
254	0.38202635
255	0.3817619509
256	0.3815506146
257	0.381228283
258	0.3809187021
259	0.380288772
260	0.3798811193
261	0.3793220559
262	0.3789958769
263	0.3785797365
264	0.3781004936
265	0.3776865796
266	0.377271614
267	0.3768140219
268	0.376632036
269	0.376234081
270	0.3760378576
271	0.3755900464
272	0.3752638946
273	0.375118552
274	0.3748904591
275	0.3745526726
276	0.3741875792
277	0.3738504229
278	0.3735981649
279	0.3734028013
280	0.3729368673
281	0.3726784637
282	0.3724278958
283	0.3721355726
284	0.3717560571
285	0.3715022407
286	0.3712562922
287	0.3709034199
288	0.370586723
289	0.3704060341
290	0.3701290562
291	0.3698607583
292	0.3696796071
293	0.3692350224
294	0.3690084125
295	0.3685724518
296	0.3682042942
297	0.3680514258
298	0.3678189933
299	0.3675623081
300	0.367246888
301	0.3670357086
302	0.3666837904
303	0.3662786893
304	0.3660540862
305	0.3658044841
306	0.3654916616
307	0.3652198815
308	0.3648882574
309	0.3645396551
310	0.364145366
311	0.3638931183
312	0.3635414421
313	0.363305849
314	0.3629228666
315	0.3624213465
316	0.3621300746
317	0.3618840023
318	0.3615897699
319	0.3613405326
320	0.3609125027
321	0.3606092322
322	0.3603626411
323	0.3599339549
324	0.3595296915
325	0.3592597908
326	0.3589242832
327	0.3587034888
328	0.3585174992
329	0.3582574243
330	0.3580143409
331	0.3578066327
332	0.3573519975
333	0.3570417004
334	0.3567831095
335	0.3565231289
336	0.3562614857
337	0.3560140412
338	0.3558173291
339	0.3555123842
340	0.3552688395
341	0.3549649541
342	0.3546414594
343	0.3542718056
344	0.3540746411
345	0.3537652846
346	0.3534935091
347	0.3533702632
348	0.3532031328
349	0.3530662479
350	0.352948634
351	0.3525771686
352	0.352337096
353	0.3520655384
354	0.3518653663
355	0.3516472971
356	0.3514253207
357	0.3510244737
358	0.3508205816
359	0.3506939599
360	0.3504293908
361	0.3501994065
362	0.3499067504
363	0.3497257941
364	0.3495736662
365	0.3493109013
366	0.3491041098
367	0.3489059024
368	0.3486113266
369	0.3483241898
370	0.3481185961
371	0.3479455601
372	0.3477329152
373	0.3475266138
374	0.347307806
375	0.3471821952
376	0.3468616748
377	0.3464826451
378	0.3462185071
379	0.3459440635
380	0.3456943144
381	0.3453213729
382	0.345088012
383	0.3447380787
384	0.3442109344
385	0.3439975897
386	0.3437483822
387	0.3436090675
388	0.3433399757
389	0.3431278257
390	0.3428478154
391	0.3425833279
392	0.342461958
393	0.342186012
394	0.3419203659
395	0.3417945334
396	0.3415950535
397	0.3414109005
398	0.3411649261
399	0.3409669309
400	0.3406741414
401	0.340480872
402	0.3400677002
403	0.3399483699
404	0.339817752
405	0.3395096673
406	0.3392962723
407	0.3391078196
408	0.3389039936
409	0.3386522599
410	0.3384813914
411	0.3382664613
412	0.3381157292
413	0.3377967938
414	0.3376006919
415	0.3372135606
416	0.336987232
417	0.3367365486
418	0.3364132594
419	0.336235961
420	0.3360312862
421	0.3359398141
422	0.3356998703
423	0.3353299374
424	0.3351306971
425	0.3350372891
426	0.3349145892
427	0.3346574479
428	0.3344204401
429	0.3341169679
430	0.333833613
431	0.3335400885
432	0.3332918656
433	0.33315353
434	0.3329682326
435	0.3328191363
436	0.332502672
437	0.3324004685
438	0.3323085481
439	0.3320774256
440	0.331642499
441	0.3314180367
442	0.3311707523
443	0.3310116856
444	0.3307885386
445	0.3305357387
446	0.3303759602
447	0.3301558696
448	0.3299533203
449	0.3297481912
450	0.3294400149
451	0.3291370845
452	0.3289212045
453	0.3286963773
454	0.3285130569
455	0.3283865187
456	0.3280552341
457	0.3278213193
458	0.3275348608
459	0.3273191848
460	0.3271010342
461	0.3269006457
462	0.3267363054
463	0.3265264814
464	0.326217782
465	0.3258652432
466	0.3255777371
467	0.325330482
468	0.3251899929
469	0.3249655409
470	0.3247974773
471	0.3245958721
472	0.3243976468
473	0.3242033859
474	0.3240273469
475	0.3237718717
476	0.3235451468
477	0.3233013545
478	0.3231818394
479	0.3229721321
480	0.322801774
481	0.3225613909
482	0.3224568419
483	0.3222846104
484	0.3221156122
485	0.3219180962
486	0.3217390475
487	0.3215943639
488	0.3215117071
489	0.3212954413
490	0.3210866198
491	0.320874053
492	0.3206362771
493	0.3203682145
494	0.3201948462
495	0.3199811969
496	0.3198342685
497	0.3196233445
498	0.3194774426
499	0.3192190498
500	0.3190744123
501	0.3189541916
502	0.3187095469
503	0.3184827951
504	0.318300141
505	0.3180310888
506	0.3178004767
507	0.3174962827
508	0.3173477607
509	0.3171943861
510	0.3169655713
511	0.3168136078
512	0.3166561337
513	0.3165054154
514	0.3162566809
515	0.3161166447
516	0.3160000141
517	0.3158635738
518	0.3157263595
519	0.3156245304
520	0.3155059105
521	0.3153706948
522	0.31521965
523	0.3149429481
524	0.3147832926
525	0.3145766133
526	0.3144949547
527	0.3142721542
528	0.3140460782
529	0.3137913859
530	0.3135649789
531	0.3133736521
532	0.313147375
533	0.3129256738
534	0.3126850925
535	0.3125478164
536	0.3123982775
537	0.312235935
538	0.31208409
539	0.311881516
540	0.3117163273
541	0.3115457589
542	0.3113722464
543	0.3111666301
544	0.3109994387
545	0.3108666427
546	0.310685854
547	0.3104918288
548	0.3103531025
549	0.310257393
550	0.3100491078
551	0.3099175703
552	0.3098333828
553	0.3096985267
554	0.3094421508
555	0.30929221
556	0.3091054867
557	0.3089663143
558	0.308735884
559	0.308451257
560	0.3082496197
561	0.3081265655
562	0.3079333871
563	0.3077858299
564	0.3076435134
565	0.3075335403
566	0.3073958455
567	0.307208905
568	0.3070802906
569	0.3068954867
570	0.3066693192
571	0.3065571099
572	0.3064344506
573	0.306298205
574	0.3061630132
575	0.3059309765
576	0.3057444824
577	0.3055556662
578	0.3053736546
579	0.3051764757
580	0.3048786399
581	0.3047694747
582	0.3046172765
583	0.3044619366
584	0.3043028616
585	0.3041216117
586	0.3040385933
587	0.3037396731
588	0.3035893228
589	0.3034021705
590	0.3032009645
591	0.303092577
592	0.3029858606
593	0.3028504752
594	0.3026881374
595	0.3025197055
596	0.3024628216
597	0.3023070898
598	0.3021442303
599	0.3020225348
600	0.3019311279
601	0.3017440481
602	0.3015006337
603	0.301352323
604	0.3011380055
605	0.3009345549
606	0.3008423032
607	0.3006643221
608	0.3004552665
609	0.3002667384
610	0.3001006034
611	0.2999183498
612	0.2997662932
613	0.2996227434
614	0.2994871943
615	0.2992248097
616	0.2990814298
617	0.2988964282
618	0.2987018032
619	0.2984741187
620	0.2983581471
621	0.2980943139
622	0.2979278395
623	0.297839016
624	0.2976531253
625	0.2974111669
626	0.2971560655
627	0.2969523405
628	0.2968296183
629	0.2965453082
630	0.2963766226
631	0.2961777042
632	0.2960401273
633	0.2958777544
634	0.2957509853
635	0.2955718169
636	0.2954355503
637	0.2951941531
638	0.2950952952
639	0.2949026339
640	0.2947209118
641	0.2946271579
642	0.2944896618
643	0.2943701437
644	0.2941774009
645	0.2939026658
646	0.2937925041
647	0.2937225989
648	0.2935338553
649	0.293335644
650	0.2931155146
651	0.2929453988
652	0.2927567864
653	0.2924637178
654	0.2923680919
655	0.2922663342
656	0.2921494377
657	0.2919347965
658	0.2917687007
659	0.2916041263
660	0.2915020622
661	0.2913291555
662	0.2912561915
663	0.2911083988
664	0.2909445407
665	0.2908448759
666	0.2906916636
667	0.2905383065
668	0.2902685357
669	0.2901486897
670	0.289988542
671	0.2898059034
672	0.2894367013
673	0.2892176706
674	0.2891314858
675	0.2890675441
676	0.2889889573
677	0.2887352226
678	0.2886390955
679	0.2884359102
680	0.2882283484
681	0.2881259881
682	0.2879954784
683	0.2878284359
684	0.2876502648
685	0.287537249
686	0.2872535966
687	0.2871147396
688	0.2869761758
689	0.2868176075
690	0.2865936152
691	0.2865416305
692	0.2864573315
693	0.2862863776
694	0.2860954501
695	0.2859274395
696	0.2858150811
697	0.285612157
698	0.2854515579
699	0.2852268008
700	0.2849969584
701	0.2848208042
702	0.2846052984
703	0.2844702505
704	0.2843616756
705	0.2841406485
706	0.2840090796
707	0.2837848808
708	0.2836227731
709	0.283479928
710	0.2833673155
711	0.2832376155
712	0.2830244404
713	0.2829021864
714	0.2827944287
715	0.2826831031
716	0.282618001
717	0.2825258285
718	0.2824163176
719	0.2822972206
720	0.2821726468
721	0.2820813556
722	0.2818785042
723	0.2817621169
724	0.281625984
725	0.281503311
726	0.2812995039
727	0.2811919633
728	0.2809811539
729	0.2807432727
730	0.2805961127
731	0.2804710167
732	0.2803444486
733	0.2802249215
734	0.2801344725
735	0.2799605429
736	0.2797955557
737	0.2797280461
738	0.2795635338
739	0.279414142
740	0.2792045067
741	0.2790949581
742	0.2789664272
743	0.2788116554
744	0.278659649
745	0.2784476355
746	0.2782645497
747	0.2781628013
748	0.2780192696
749	0.277874867
750	0.2776848054
751	0.2775999126
752	0.2774664578
753	0.2772893026
754	0.2772117591
755	0.2771019592
756	0.277003103
757	0.2769185686
758	0.2767902079
759	0.2766627722
760	0.2765451345
761	0.2763157483
762	0.276168899
763	0.276056774
764	0.2759198784
765	0.2758158657
766	0.2757272369
767	0.2756427125
768	0.275501752
769	0.2753606811
770	0.2752348937
771	0.2751161167
772	0.2749978348
773	0.2748726189
774	0.2747503413
775	0.2745807633
776	0.2744662269
777	0.2743848408
778	0.2742517736
779	0.2740913212
780	0.2739874044
781	0.273913451
782	0.2738248375
783	0.2736327959
784	0.2734313064
785	0.2731847809
786	0.2730216433
787	0.272931456
788	0.2728028234
789	0.2726738227
790	0.2725912445
791	0.2723717784
792	0.2722780661
793	0.2721458771
794	0.2720066563
795	0.2719065253
796	0.271737651
797	0.2716114618
798	0.2714820765
799	0.2713763815
800	0.2712612441
801	0.2711192598
802	0.2710067379
803	0.270900503
804	0.2707176451
805	0.2706305035
806	0.2705336515
807	0.2703762801
808	0.270268837
809	0.2701231516
810	0.2699983674
811	0.2698811441
812	0.2696557724
813	0.2694492662
814	0.2693351377
815	0.2691999962
816	0.2690916272
817	0.2689287706
818	0.2687666025
819	0.2687058999
820	0.2685584083
821	0.2684440094
822	0.2683568872
823	0.2681949501
824	0.2681114392
825	0.2679573789
826	0.2678358297
827	0.2676780131
828	0.2674517341
829	0.2672758895
830	0.2671910336
831	0.2670993878
832	0.2670216837
833	0.2668886223
834	0.266811914
835	0.2666424885
836	0.2665176221
837	0.2664301587
838	0.2663538907
839	0.266245084
840	0.2661450438
841	0.2659828325
842	0.2658595845
843	0.2657451235
844	0.2656019466
845	0.2654465892
846	0.2652973691
847	0.2651935443
848	0.2650920594
849	0.2649483195
850	0.264791453
851	0.2646865854
852	0.2645323568
853	0.264407642
854	0.264259276
855	0.264178775
856	0.2640972975
857	0.2640385662
858	0.2639121606
859	0.2637985254
860	0.2637114379
861	0.2635851833
862	0.2634971868
863	0.2632792869
864	0.2631160235
865	0.2629365605
866	0.2628261387
867	0.2626966403
868	0.2625920722
869	0.2625180344
870	0.2623762388
871	0.2622074099
872	0.2621119866
873	0.2620392746
874	0.2618816445
875	0.2616733416
876	0.261595175
877	0.2614575396
878	0.2613634579
879	0.2612885204
880	0.2612494926
881	0.261100037
882	0.2609481608
883	0.2608274212
884	0.260766257
885	0.260676841
886	0.2605989813
887	0.2605228881
888	0.2604234606
889	0.2601370026
890	0.2600047545
891	0.2599473255
892	0.2598908242
893	0.259782537
894	0.2596455374
895	0.2595542922
896	0.259437397
897	0.2593065237
898	0.2591698713
899	0.2590770829
900	0.2589723101
901	0.2588870724
902	0.2587560154
903	0.2586653061
904	0.2585710734
905	0.2584755383
906	0.2583913831
907	0.2582049868
908	0.2581266469
909	0.2580145081
910	0.2578396261
911	0.2576408183
912	0.2575172368
913	0.2574006609
914	0.2572503809
915	0.2571743492
916	0.2571171163
917	0.2570028338
918	0.256925159
919	0.2567903216
920	0.2565241578
921	0.2563709455
922	0.2562248331
923	0.2560956534
924	0.2559753413
925	0.2558924619
926	0.2557806574
927	0.2557061854
928	0.2555952048
929	0.2555075534
930	0.2553620792
931	0.2552324761
932	0.2551269105
933	0.2549590905
934	0.2548085888
935	0.2546508938
936	0.254531562
937	0.2544475198
938	0.2543226076
939	0.2541953907
940	0.253974105
941	0.2538416702
942	0.2537416331
943	0.2536263909
944	0.2535528639
945	0.2534394583
946	0.2532455073
947	0.253161827
948	0.2530592543
949	0.2529402313
950	0.2527941104
951	0.2527139126
952	0.2526061878
953	0.2524544019
954	0.2523509082
955	0.2521802823
956	0.2520765465
957	0.2520000991
958	0.2518708269
959	0.2517469684
960	0.2516217722
961	0.2515394186
962	0.2513683332
963	0.2512609777
964	0.2510625871
965	0.2509633231
966	0.2508402179
967	0.2507228636
968	0.2505747408
969	0.2505151362
970	0.2503776874
971	0.2503196586
972	0.2502304425
973	0.2501112236
974	0.2500085497
975	0.2498701193
976	0.2497497823
977	0.2495698636
978	0.2494604113
979	0.2493542941
980	0.2492922318
981	0.2491782889
982	0.2491127857
983	0.2490174067
984	0.2489340127
985	0.2487828901
986	0.2486648989
987	0.2486182594
988	0.2485277754
989	0.2483941107
990	0.2482731519
991	0.2481293425
992	0.2480411214
993	0.2479242143
994	0.2478020233
995	0.2476917345
996	0.2476405627
997	0.2475599629
998	0.247460419
999	0.2473605641
1000	0.2472591906
1001	0.2471689271
1002	0.2470939931
1003	0.247008461
1004	0.2468808936
1005	0.2468011682
1006	0.2465435365
1007	0.2464586413
